Birth Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Kmeans_cluster,AG_Cluster,DBSCAN_Cluster,GMM_Cluster,kmedoids_Cluster
0.0,1.9690514569125848,0.0,0.8102529640474248,0.4569418565640624,-0.9285714285714284,-0.2696401419158641,0.358974358974359,-0.25,-0.3883495145631067,-0.2857142857142857,-0.1666666666666666,-0.7142857142857143,0.2297297297297299,-0.2175925925925931,-0.1830985915492957,1.3455703820610616,0.0962368908081429,-0.238220958570268,-0.1681048258229466,0,2,0,0,2
1.4117647058823526,0.0251208927464352,0.0,-0.4377030032480519,-0.0684677699669788,-0.9642857142857144,-0.3466801824632539,1.846153846153846,-0.25,2.8737864077669912,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.380281690140845,0.4217823224210525,-0.5823565700185072,-0.2658407798537774,-0.1981463726430169,0,2,0,0,2
1.352941176470588,-0.1714073155610663,0.0,-0.7907326517224276,-0.1463748062449953,-0.642857142857143,-0.3608717688798784,1.7948717948717947,-0.25,0.0,-1.2857142857142858,-1.3333333333333333,-0.7142857142857143,0.8351351351351352,-1.1620370370370363,-0.3239436619718309,0.0596515599961339,-0.4367674275138804,-0.2483753046303818,-0.2595078299776286,0,2,0,0,2
0.4117647058823528,-0.105468071915685,0.0,-0.800140802252836,-0.1069155251032385,-0.5,-0.0831221490116573,0.8717948717948718,-0.25,0.679611650485437,-1.6428571428571428,-1.6666666666666667,-0.5714285714285715,0.4513513513513514,-0.5138888888888894,-0.3239436619718309,-0.2099902812740723,-0.0690931523750771,-0.1874492282696994,-0.157877916267178,0,2,0,0,2
1.4117647058823526,-0.1856912585244885,0.0,0.0,-0.1434769491940986,-0.3571428571428572,-0.3608717688798784,1.846153846153846,-0.25,0.0,-1.6428571428571428,-1.6666666666666667,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.3380281690140845,0.301497868474696,-0.942628007402838,-0.2703086921202274,-0.2722914669223394,0,2,0,0,2
1.2941176470588236,-0.2040421574705517,0.0,0.0,-0.1635043695135347,0.0714285714285715,-0.3608717688798784,1.846153846153846,-0.25,0.7378640776699031,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.3239436619718309,0.0453710043123431,-0.942628007402838,-0.2735580828594638,-0.282518376478108,0,2,0,0,2
1.2352941176470589,-0.1263980161190328,0.0,-0.5138002208035328,-0.0666522973646036,-0.6071428571428572,-0.3385707045108971,1.846153846153846,-0.25,1.9417475728155345,-1.5714285714285714,-1.5,-0.7142857142857143,0.8297297297297298,-1.1990740740740735,-0.2535211267605633,0.5257551817857815,-0.2590993214065392,-0.2260357432981316,-0.1374240971556407,0,2,0,0,2
1.1176470588235292,-0.2048605083694978,0.0,0.0,-0.1629979024966598,-0.642857142857143,-0.3608717688798784,1.846153846153846,-0.25,1.9417475728155345,-1.7857142857142858,-1.75,-0.7142857142857143,0.6675675675675675,-0.9768518518518512,-0.1690140845070422,-0.1122389223974082,-0.4540407156076497,-0.2735580828594638,-0.2703739213806327,0,2,0,0,2
1.4117647058823526,-0.207042777433354,0.0,0.0,-0.1575832479446426,0.0714285714285715,-0.3608717688798784,1.846153846153846,-0.25,1.9417475728155345,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.3380281690140845,0.1298283847926047,-0.848858729179519,-0.2735580828594638,-0.2556727388942154,0,2,0,0,2
1.1176470588235292,-0.207042777433354,0.0,0.0,-0.167570057228875,-0.9285714285714284,-0.3608717688798784,1.3589743589743588,-0.25,0.0,-1.1428571428571428,-1.0833333333333333,0.0,0.6243243243243242,-0.819444444444444,-0.2957746478873239,-0.2736922643299812,-0.688463911165947,-0.2735580828594638,0.0,0,2,0,0,2
