Birth Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.0,1.9690514569125852,0.0,0.8102529640474248,0.4569418565640624,-0.9285714285714285,-0.26964014191586416,0.35897435897435903,-0.25,-0.3883495145631067,-0.2857142857142857,-0.16666666666666666,-0.7142857142857143,0.2297297297297299,-0.21759259259259311,-0.18309859154929575,1.3455703820610616,0.09623689080814293,-0.23822095857026807,-0.16810482582294664
1.4117647058823526,0.025120892746435215,0.0,-0.43770300324805195,-0.06846776996697881,-0.9642857142857143,-0.34668018246325394,1.846153846153846,-0.25,2.8737864077669912,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.38028169014084506,0.42178232242105257,-0.5823565700185072,-0.2658407798537774,-0.19814637264301693
1.3529411764705879,-0.17140731556106634,0.0,-0.7907326517224276,-0.14637480624499535,-0.642857142857143,-0.3608717688798784,1.7948717948717947,-0.25,0.0,-1.2857142857142858,-1.3333333333333333,-0.7142857142857143,0.8351351351351352,-1.1620370370370365,-0.32394366197183094,0.05965155999613395,-0.4367674275138804,-0.2483753046303818,-0.2595078299776286
0.41176470588235287,-0.10546807191568505,0.0,-0.800140802252836,-0.10691552510323853,-0.5,-0.08312214901165738,0.8717948717948718,-0.25,0.679611650485437,-1.6428571428571428,-1.6666666666666667,-0.5714285714285715,0.4513513513513514,-0.5138888888888894,-0.32394366197183094,-0.20999028127407238,-0.06909315237507717,-0.18744922826969942,-0.157877916267178
1.4117647058823526,-0.18569125852448853,0.0,0.0,-0.14347694919409865,-0.35714285714285726,-0.3608717688798784,1.846153846153846,-0.25,0.0,-1.6428571428571428,-1.6666666666666667,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.3380281690140845,0.30149786847469606,-0.9426280074028379,-0.27030869212022746,-0.2722914669223394
1.2941176470588236,-0.20404215747055177,0.0,0.0,-0.16350436951353473,0.0714285714285715,-0.3608717688798784,1.846153846153846,-0.25,0.7378640776699031,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.32394366197183094,0.04537100431234313,-0.9426280074028379,-0.27355808285946387,-0.282518376478108
1.2352941176470589,-0.12639801611903287,0.0,-0.5138002208035328,-0.0666522973646036,-0.6071428571428572,-0.3385707045108971,1.846153846153846,-0.25,1.9417475728155345,-1.5714285714285714,-1.5,-0.7142857142857143,0.8297297297297298,-1.1990740740740735,-0.2535211267605633,0.5257551817857815,-0.25909932140653924,-0.22603574329813161,-0.13742409715564077
1.1176470588235292,-0.20486050836949782,0.0,0.0,-0.1629979024966598,-0.642857142857143,-0.3608717688798784,1.846153846153846,-0.25,1.9417475728155345,-1.7857142857142858,-1.75,-0.7142857142857143,0.6675675675675675,-0.9768518518518513,-0.16901408450704222,-0.11223892239740825,-0.45404071560764975,-0.27355808285946387,-0.27037392138063276
1.4117647058823526,-0.207042777433354,0.0,0.0,-0.15758324794464262,0.0714285714285715,-0.3608717688798784,1.846153846153846,-0.25,1.9417475728155345,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.3380281690140845,0.1298283847926047,-0.848858729179519,-0.27355808285946387,-0.2556727388942154
1.1176470588235292,-0.207042777433354,0.0,0.0,-0.167570057228875,-0.9285714285714285,-0.3608717688798784,1.3589743589743588,-0.25,0.0,-1.1428571428571428,-1.0833333333333333,0.0,0.6243243243243242,-0.819444444444444,-0.29577464788732394,-0.2736922643299812,-0.688463911165947,-0.27355808285946387,0.0
1.4117647058823526,-0.17068815871047738,0.0,0.14982639722235555,0.046122967881704245,-0.46428571428571425,-0.3608717688798784,1.846153846153846,-0.25,0.0,-1.7857142857142858,-1.75,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.3380281690140845,2.1362128698835825,-0.5157310302282544,0.0,0.0
1.1176470588235292,-0.18549287042777432,0.0,-0.8644874317989087,-0.13646981511395456,-1.1071428571428572,-0.34668018246325394,1.4615384615384615,-0.25,1.9417475728155345,-1.5714285714285714,-1.5,-0.7142857142857143,0.6459459459459458,-0.9027777777777772,-0.22535211267605637,-0.13882480262256996,0.06662553979025272,-0.27355808285946387,-0.2537551933525088
1.0588235294117645,-0.04309981401115933,0.0,-0.4866637866205859,-0.053653051576265084,0.142857142857143,-0.30613279270146987,1.846153846153846,-0.25,0.0,-1.7857142857142858,-1.75,-0.7142857142857143,0.6567567567567566,-0.856481481481481,-0.32394366197183094,0.5363258974604136,-0.30845157310302296,-0.258123476848091,-0.10546500479386385
0.588235294117647,-0.20151270923744574,0.0,0.0,-0.16717800184882528,-0.107142857142857,-0.30207805372529145,1.5384615384615383,-0.25,0.0,-1.1428571428571428,-1.1666666666666667,-0.7142857142857143,0.6189189189189188,-0.8009259259259254,-0.3098591549295775,-0.2635910605995261,0.5058605798889574,-0.27355808285946387,-0.2820070310003196
0.29411764705882354,3.293168009919405,0.0,1.6845069521112337,0.9753094765885103,-0.25,-0.23112012164216927,0.4102564102564102,-0.25,0.23300970873786434,-0.2857142857142857,-0.25,-0.7142857142857143,0.2945945945945945,-0.4675925925925931,0.014084507042253535,3.132308416550592,-0.3257248611967923,1.6119008935824533,0.4793863854266539
1.1764705882352942,-0.20022318660880348,0.0,0.0,-0.1614847680485843,-1.1071428571428572,-0.27572225038013176,1.846153846153846,-0.25,1.9417475728155345,-1.7857142857142858,-1.75,-0.7142857142857143,0.6837837837837837,-0.9768518518518513,-0.21126760563380284,-0.2742183108282503,-0.4244293645897595,-0.27355808285946387,-0.27932246724193033
1.1764705882352942,-0.1964042157470552,0.0,-0.8644874317989087,-0.16539282456847199,-0.5714285714285715,-0.3608717688798784,0.9743589743589746,-0.25,0.0,-1.2142857142857142,-1.25,0.0,0.8837837837837839,-1.2083333333333328,-0.38028169014084506,-0.09661108962656734,-0.9426280074028379,-0.2650284321689683,0.0
1.4117647058823526,-0.06690638561686299,0.0,0.697867165874654,-0.08041433031911789,-0.642857142857143,-0.3608717688798784,1.7948717948717947,-0.25,-0.2135922330097087,-1.5714285714285714,-1.5,-0.7142857142857143,0.8837837837837839,-1.2453703703703698,-0.29577464788732394,3.126473728700305,-0.9426280074028379,-0.19638505280259952,-0.24033237456056247
0.823529411764706,-0.1854184748915065,0.0,-0.8240131842109474,-0.11520561469277746,-1.1071428571428572,-0.15205271160669032,0.9230769230769232,-0.25,1.9417475728155345,-1.0,-0.8333333333333334,-0.5714285714285715,0.5756756756756758,-0.9953703703703699,0.09859154929577464,-0.23749691159232594,0.594694632942628,-0.23943948009748173,-0.174496644295302
1.4117647058823526,-0.2046869187848729,0.0,0.0,-0.1645120525882718,-0.5714285714285715,-0.3324885960466295,1.1025641025641024,-0.25,2.330097087378641,-1.3571428571428572,-1.25,-0.7142857142857143,0.8621621621621622,-1.1898148148148142,-0.352112676056338,-0.23732372585086484,-0.19987661937075896,0.0,0.0
0.8823529411764707,-0.0555486670799752,0.0,-0.4225347605561689,-0.11618388903933433,-0.46428571428571425,-0.3608717688798784,1.1538461538461537,-0.25,0.0,-1.2142857142857142,-1.0833333333333333,-0.7142857142857143,0.6189189189189188,-0.8009259259259254,-0.3098591549295775,0.6761672578157236,-0.2985811227637262,-0.13464662875710803,-0.18791946308724833
1.2941176470588236,-0.1797644141351519,0.0,0.0,-0.13905368224421094,-0.1785714285714285,-0.35276229092752154,1.846153846153846,-0.25,1.4368932038834956,-1.7142857142857142,-1.5,-0.7142857142857143,0.7594594594594595,-1.0879629629629624,-0.2535211267605633,0.15292900579924343,-0.6169031462060458,-0.27355808285946387,-0.2831383828699265
1.2941176470588236,-0.207042777433354,0.0,0.0,-0.167570057228875,-0.4285714285714285,-0.35884439939178914,1.846153846153846,-0.25,0.0,-1.5714285714285714,-1.5833333333333333,0.0,0.7324324324324324,-1.004629629629629,-0.29577464788732394,-0.23501619197130683,-0.4762492288710674,0.0,0.0
1.1176470588235292,0.0468443893366398,0.0,-0.018112289796636746,-0.02732197107791807,-0.5,-0.35276229092752154,1.2564102564102564,-0.25,2.0000000000000004,-1.5,-1.4166666666666667,-0.7142857142857143,0.7702702702702703,-1.032407407407407,-0.3380281690140845,1.323018909367725,-0.89080814312153,-0.07656376929325752,-0.19175455417066156
0.6470588235294117,0.0,0.0,0.0,-0.1646468354035058,0.285714285714286,-0.3324885960466295,1.564102564102564,-0.25,0.9902912621359229,-1.7857142857142858,-1.75,-0.7142857142857143,0.608108108108108,-0.9212962962962958,-0.09859154929577464,-0.20475473510310283,-0.9006785934608268,-0.2723395613322502,-0.16682646212847554
